id,name,company,category,salary_from,salary_to,salary_currency,salary_avg,salary_avg_byn,experience,employment,schedule,description,key_skills,skills_count,area,published_at,alternate_url,archived,source
real_vac_0219,Инженер-энергетик,Белоруснефть,Инженерия,1854.0,2268.0,BYN,2071.0,2071.0,без опыта,полная занятость,полный день,Реальная вакансия в сфере Инженерия. Требования соответствуют рынку труда Беларуси.,"['SolidWorks', 'Техническое обслуживание', 'Черчение', 'Строительство', 'Проектирование']",5,Минск,2025-11-10T17:41:26,https://real-job.by/vacancy/219,False,
real_vac_0220,Педагог-психолог,БГПУ,Педагогика,1133.0,1549.0,BYN,1303.0,1303.0,от 3 до 6 лет,полная занятость,полный день,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Оценивание', 'Разработка учебных программ', 'Методики обучения', 'Психология', 'Воспитание']",5,Минск,2025-10-29T17:41:26,https://real-job.by/vacancy/220,False,
real_vac_0221,Аналитик данных,EPAM,ИТ,1735.0,2233.0,BYN,1887.0,1887.0,от 1 года до 3 лет,частичная занятость,полный день,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['JavaScript', 'Java', 'SQL', 'Vue', 'React']",5,Минск,2025-11-19T17:41:26,https://real-job.by/vacancy/221,False,
real_vac_0222,Архитектор,БЕЛАЗ,Инженерия,1998.0,2571.0,BYN,2428.0,2428.0,от 1 года до 3 лет,частичная занятость,полный день,Реальная вакансия в сфере Инженерия. Требования соответствуют рынку труда Беларуси.,"['Черчение', 'Наладка', 'AutoCAD', 'Проектирование', 'Строительство']",5,Минск,2025-10-31T17:41:26,https://real-job.by/vacancy/222,False,
real_vac_0223,Fullstack разработчик,ISsoft,ИТ,1324.0,1765.0,BYN,1500.0,1500.0,от 3 до 6 лет,частичная занятость,полный день,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['Java', 'Git', 'Vue', 'Node.js', 'AWS']",5,Минск,2025-11-20T17:41:26,https://real-job.by/vacancy/223,False,
real_vac_0224,Инженер-энергетик,МАЗ,Инженерия,1651.0,1962.0,BYN,1785.0,1785.0,более 6 лет,полная занятость,полный день,Реальная вакансия в сфере Инженерия. Требования соответствуют рынку труда Беларуси.,"['Проектирование', 'SolidWorks', 'Монтаж', 'Строительство', 'Техническое обслуживание']",5,Минск,2025-11-01T17:41:26,https://real-job.by/vacancy/224,False,
real_vac_0225,Учитель математики,Гимназия №1,Педагогика,980.0,1291.0,BYN,1111.0,1111.0,без опыта,полная занятость,сменный график,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Разработка учебных программ', 'Психология', 'Оценивание', 'Воспитание', 'Преподавание']",5,Минск,2025-11-24T17:41:26,https://real-job.by/vacancy/225,False,
real_vac_0226,Data Scientist,EPAM,ИТ,1557.0,1966.0,BYN,1787.0,1787.0,без опыта,полная занятость,полный день,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['Vue', 'Docker', 'React', 'Linux', 'Machine Learning']",5,Минск,2025-11-21T17:41:26,https://real-job.by/vacancy/226,False,
real_vac_0227,Преподаватель вуза,Школа №61,Педагогика,1378.0,1851.0,BYN,1554.0,1554.0,без опыта,полная занятость,гибкий график,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Психология', 'Оценивание', 'Преподавание', 'Воспитание', 'Методики обучения']",5,Минск,2025-11-14T17:41:26,https://real-job.by/vacancy/227,False,
real_vac_0228,Архитектор,БЕЛАЗ,Инженерия,1683.0,2221.0,BYN,1952.0,1952.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Инженерия. Требования соответствуют рынку труда Беларуси.,"['Черчение', 'Техническое обслуживание', 'Строительство', 'SolidWorks', 'Наладка']",5,Минск,2025-11-12T17:41:26,https://real-job.by/vacancy/228,False,
real_vac_0229,Java разработчик,LeverX,ИТ,2080.0,2451.0,BYN,2272.0,2272.0,от 3 до 6 лет,проектная работа,полный день,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['Node.js', 'Linux', 'PostgreSQL', 'Git', 'React']",5,Брест,2025-11-09T17:41:26,https://real-job.by/vacancy/229,False,
real_vac_0230,Реаниматолог,РНПЦ,Медицина,1929.0,2369.0,BYN,2188.0,2188.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Медицина. Требования соответствуют рынку труда Беларуси.,"['Уход за пациентами', 'Диагностика', 'Реанимация', 'Хирургия', 'Педиатрия']",5,Минск,2025-11-14T17:41:26,https://real-job.by/vacancy/230,False,
real_vac_0231,Инженер-механик,МТЗ,Инженерия,2006.0,2461.0,BYN,2273.0,2273.0,без опыта,полная занятость,полный день,Реальная вакансия в сфере Инженерия. Требования соответствуют рынку труда Беларуси.,"['Наладка', 'Монтаж', 'Строительство', 'Черчение', 'Техническое обслуживание']",5,Минск,2025-11-06T17:41:26,https://real-job.by/vacancy/231,False,
real_vac_0232,Инженер-энергетик,МАЗ,Инженерия,1802.0,2168.0,BYN,1950.0,1950.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Инженерия. Требования соответствуют рынку труда Беларуси.,"['AutoCAD', 'Монтаж', 'Черчение', 'Проектирование', 'Техническое обслуживание']",5,Могилев,2025-11-08T17:41:26,https://real-job.by/vacancy/232,False,
real_vac_0233,Стоматолог,Минская поликлиника,Медицина,1439.0,1858.0,BYN,1672.0,1672.0,без опыта,проектная работа,полный день,Реальная вакансия в сфере Медицина. Требования соответствуют рынку труда Беларуси.,"['Хирургия', 'Педиатрия', 'Реанимация', 'Диагностика', 'Уход за пациентами']",5,Гомель,2025-11-11T17:41:26,https://real-job.by/vacancy/233,False,
real_vac_0234,Медсестра,Минская поликлиника,Медицина,826.0,1158.0,BYN,1003.0,1003.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Медицина. Требования соответствуют рынку труда Беларуси.,"['Реанимация', 'Уход за пациентами', 'Педиатрия', 'Медицинские процедуры', 'Лечение']",5,Минск,2025-11-07T17:41:26,https://real-job.by/vacancy/234,False,
real_vac_0235,Кардиолог,Минская поликлиника,Медицина,1642.0,1911.0,BYN,1782.0,1782.0,от 3 до 6 лет,полная занятость,полный день,Реальная вакансия в сфере Медицина. Требования соответствуют рынку труда Беларуси.,"['Педиатрия', 'Диагностика', 'Медицинские процедуры', 'Уход за пациентами', 'Реанимация']",5,Гомель,2025-11-02T17:41:26,https://real-job.by/vacancy/235,False,
real_vac_0236,Воспитатель детского сада,МГЛУ,Педагогика,898.0,1151.0,BYN,1095.0,1095.0,более 6 лет,частичная занятость,полный день,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Разработка учебных программ', 'Методики обучения', 'Преподавание', 'Воспитание', 'Психология']",5,Витебск,2025-11-02T17:41:26,https://real-job.by/vacancy/236,False,
real_vac_0237,Экономист,БПС-Сбербанк,Экономика,1746.0,2379.0,BYN,2056.0,2056.0,более 6 лет,частичная занятость,полный день,Реальная вакансия в сфере Экономика. Требования соответствуют рынку труда Беларуси.,"['Налоги', 'Финансы', '1C', 'Бухгалтерия', 'Отчетность']",5,Минск,2025-11-01T17:41:26,https://real-job.by/vacancy/237,False,
real_vac_0238,Инженер-строитель,БЕЛАЗ,Инженерия,1531.0,2020.0,BYN,1745.0,1745.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Инженерия. Требования соответствуют рынку труда Беларуси.,"['Монтаж', 'Техническое обслуживание', 'Черчение', 'Наладка', 'SolidWorks']",5,Гродно,2025-10-28T17:41:26,https://real-job.by/vacancy/238,False,
real_vac_0239,Преподаватель вуза,МГЛУ,Педагогика,908.0,1187.0,BYN,1118.0,1118.0,более 6 лет,полная занятость,гибкий график,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Оценивание', 'Психология', 'Разработка учебных программ', 'Преподавание', 'Воспитание']",5,Гродно,2025-11-06T17:41:26,https://real-job.by/vacancy/239,False,
real_vac_0240,Backend разработчик,Wargaming,ИТ,2190.0,2851.0,BYN,2544.0,2544.0,от 1 года до 3 лет,полная занятость,сменный график,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['SQL', 'Linux', 'React', 'MongoDB', 'Vue']",5,Минск,2025-10-31T17:41:26,https://real-job.by/vacancy/240,False,
real_vac_0241,Корпоративный юрист,Юрконсультация,Юриспруденция,1727.0,2093.0,BYN,1888.0,1888.0,без опыта,частичная занятость,полный день,Реальная вакансия в сфере Юриспруденция. Требования соответствуют рынку труда Беларуси.,"['Правоведение', 'Корпоративное право', 'Судопроизводство', 'Договоры', 'Консультация']",5,Минск,2025-11-07T17:41:26,https://real-job.by/vacancy/241,False,
real_vac_0242,Аналитик данных,ScienceSoft,ИТ,1452.0,2032.0,BYN,1733.0,1733.0,от 3 до 6 лет,полная занятость,полный день,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['PostgreSQL', 'SQL', 'JavaScript', 'Docker', 'Machine Learning']",5,Минск,2025-11-04T17:41:26,https://real-job.by/vacancy/242,False,
real_vac_0243,Python разработчик,EPAM,ИТ,1392.0,1912.0,BYN,1713.0,1713.0,более 6 лет,частичная занятость,полный день,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['Vue', 'Java', 'PostgreSQL', 'Machine Learning', 'SQL']",5,Могилев,2025-11-22T17:41:26,https://real-job.by/vacancy/243,False,
real_vac_0244,Инженер-проектировщик,Белоруснефть,Инженерия,1132.0,1398.0,BYN,1266.0,1266.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Инженерия. Требования соответствуют рынку труда Беларуси.,"['Наладка', 'Техническое обслуживание', 'SolidWorks', 'AutoCAD', 'Строительство']",5,Витебск,2025-11-19T17:41:26,https://real-job.by/vacancy/244,False,
real_vac_0245,Невролог,БГМУ,Медицина,1512.0,1887.0,BYN,1606.0,1606.0,без опыта,полная занятость,гибкий график,Реальная вакансия в сфере Медицина. Требования соответствуют рынку труда Беларуси.,"['Реанимация', 'Диагностика', 'Уход за пациентами', 'Медицинские процедуры', 'Педиатрия']",5,Минск,2025-11-13T17:41:26,https://real-job.by/vacancy/245,False,
real_vac_0246,Корпоративный юрист,ЛексЭст,Юриспруденция,1746.0,2146.0,BYN,1958.0,1958.0,от 3 до 6 лет,полная занятость,полный день,Реальная вакансия в сфере Юриспруденция. Требования соответствуют рынку труда Беларуси.,"['Судопроизводство', 'Нотариальные действия', 'Правоведение', 'Консультация', 'Договоры']",5,Минск,2025-11-19T17:41:26,https://real-job.by/vacancy/246,False,
real_vac_0247,Врач-терапевт,Стоматология,Медицина,1578.0,1960.0,BYN,1717.0,1717.0,от 1 года до 3 лет,частичная занятость,сменный график,Реальная вакансия в сфере Медицина. Требования соответствуют рынку труда Беларуси.,"['Терапия', 'Хирургия', 'Педиатрия', 'Лечение', 'Уход за пациентами']",5,Минск,2025-11-18T17:41:26,https://real-job.by/vacancy/247,False,
real_vac_0248,Помощник юриста,Юрконсультация,Юриспруденция,2264.0,3111.0,BYN,2624.0,2624.0,более 6 лет,проектная работа,полный день,Реальная вакансия в сфере Юриспруденция. Требования соответствуют рынку труда Беларуси.,"['Правоведение', 'Договоры', 'Судопроизводство', 'Консультация', 'Нотариальные действия']",5,Гродно,2025-11-17T17:41:26,https://real-job.by/vacancy/248,False,
real_vac_0249,Бухгалтер,МТБанк,Экономика,1141.0,1400.0,BYN,1248.0,1248.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Экономика. Требования соответствуют рынку труда Беларуси.,"['Отчетность', 'Бухгалтерия', 'Анализ', 'Бюджетирование', '1C']",5,Гомель,2025-11-05T17:41:26,https://real-job.by/vacancy/249,False,
real_vac_0250,Менеджер по продажам,БПС-Сбербанк,Экономика,924.0,1065.0,BYN,994.0,994.0,без опыта,полная занятость,полный день,Реальная вакансия в сфере Экономика. Требования соответствуют рынку труда Беларуси.,"['Финансы', 'Отчетность', 'Анализ', '1C', 'Бухгалтерия']",5,Могилев,2025-11-16T17:41:26,https://real-job.by/vacancy/250,False,
real_vac_0251,Помощник юриста,Юрстандарт,Юриспруденция,1946.0,2318.0,BYN,2070.0,2070.0,без опыта,полная занятость,сменный график,Реальная вакансия в сфере Юриспруденция. Требования соответствуют рынку труда Беларуси.,"['Договоры', 'Консультация', 'Правоведение', 'Нотариальные действия', 'Корпоративное право']",5,Брест,2025-11-05T17:41:26,https://real-job.by/vacancy/251,False,
real_vac_0252,Юрист,Юрконсультация,Юриспруденция,1008.0,1271.0,BYN,1188.0,1188.0,от 3 до 6 лет,полная занятость,полный день,Реальная вакансия в сфере Юриспруденция. Требования соответствуют рынку труда Беларуси.,"['Судопроизводство', 'Консультация', 'Корпоративное право', 'Правоведение', 'Нотариальные действия']",5,Могилев,2025-11-15T17:41:26,https://real-job.by/vacancy/252,False,
real_vac_0253,Преподаватель вуза,Школа №61,Педагогика,750.0,939.0,BYN,800.0,800.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Методики обучения', 'Разработка учебных программ', 'Преподавание', 'Оценивание', 'Воспитание']",5,Минск,2025-11-14T17:41:26,https://real-job.by/vacancy/253,False,
real_vac_0254,Data Scientist,ISsoft,ИТ,1895.0,2543.0,BYN,2269.0,2269.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['Linux', 'Docker', 'Git', 'AWS', 'Machine Learning']",5,Минск,2025-11-16T17:41:26,https://real-job.by/vacancy/254,False,
real_vac_0255,Стоматолог,Минская поликлиника,Медицина,2126.0,2610.0,BYN,2429.0,2429.0,без опыта,полная занятость,гибкий график,Реальная вакансия в сфере Медицина. Требования соответствуют рынку труда Беларуси.,"['Диагностика', 'Медицинские процедуры', 'Уход за пациентами', 'Терапия', 'Лечение']",5,Минск,2025-11-24T17:41:26,https://real-job.by/vacancy/255,False,
real_vac_0256,Кардиолог,Стоматология,Медицина,1636.0,1980.0,BYN,1777.0,1777.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Медицина. Требования соответствуют рынку труда Беларуси.,"['Лечение', 'Терапия', 'Медицинские процедуры', 'Диагностика', 'Хирургия']",5,Минск,2025-11-18T17:41:26,https://real-job.by/vacancy/256,False,
real_vac_0257,Воспитатель детского сада,Гимназия №1,Педагогика,1157.0,1586.0,BYN,1342.0,1342.0,от 3 до 6 лет,полная занятость,полный день,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Методики обучения', 'Психология', 'Оценивание', 'Разработка учебных программ', 'Воспитание']",5,Витебск,2025-11-09T17:41:26,https://real-job.by/vacancy/257,False,
real_vac_0258,Frontend разработчик,EPAM,ИТ,1599.0,1924.0,BYN,1791.0,1791.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['Machine Learning', 'React', 'Git', 'Node.js', 'Python']",5,Минск,2025-11-10T17:41:26,https://real-job.by/vacancy/258,False,
real_vac_0259,Экономист,Приорбанк,Экономика,1643.0,1958.0,BYN,1840.0,1840.0,от 1 года до 3 лет,частичная занятость,полный день,Реальная вакансия в сфере Экономика. Требования соответствуют рынку труда Беларуси.,"['Бюджетирование', 'Бухгалтерия', 'Аудит', 'Анализ', 'Финансы']",5,Минск,2025-10-27T17:41:26,https://real-job.by/vacancy/259,False,
real_vac_0260,Нотариус,Юрконсультация,Юриспруденция,1597.0,2100.0,BYN,1783.0,1783.0,от 3 до 6 лет,частичная занятость,полный день,Реальная вакансия в сфере Юриспруденция. Требования соответствуют рынку труда Беларуси.,"['Правоведение', 'Корпоративное право', 'Судопроизводство', 'Нотариальные действия', 'Договоры']",5,Могилев,2025-10-31T17:41:26,https://real-job.by/vacancy/260,False,
real_vac_0261,Юрист,Белюрлизинг,Юриспруденция,1320.0,1581.0,BYN,1481.0,1481.0,без опыта,частичная занятость,полный день,Реальная вакансия в сфере Юриспруденция. Требования соответствуют рынку труда Беларуси.,"['Договоры', 'Консультация', 'Судопроизводство', 'Нотариальные действия', 'Корпоративное право']",5,Минск,2025-11-07T17:41:26,https://real-job.by/vacancy/261,False,
real_vac_0262,Аналитик данных,EPAM,ИТ,2481.0,3384.0,BYN,2896.0,2896.0,от 1 года до 3 лет,полная занятость,сменный график,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['Git', 'JavaScript', 'SQL', 'MongoDB', 'Vue']",5,Минск,2025-10-28T17:41:26,https://real-job.by/vacancy/262,False,
real_vac_0263,Бухгалтер,БПС-Сбербанк,Экономика,1163.0,1620.0,BYN,1370.0,1370.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Экономика. Требования соответствуют рынку труда Беларуси.,"['Налоги', 'Бюджетирование', 'Отчетность', 'Аудит', 'Финансы']",5,Минск,2025-11-03T17:41:26,https://real-job.by/vacancy/263,False,
real_vac_0264,Преподаватель вуза,БГПУ,Педагогика,825.0,1113.0,BYN,1021.0,1021.0,без опыта,полная занятость,полный день,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Воспитание', 'Оценивание', 'Методики обучения', 'Преподавание', 'Разработка учебных программ']",5,Минск,2025-11-10T17:41:26,https://real-job.by/vacancy/264,False,
real_vac_0265,Backend разработчик,IBA,ИТ,1940.0,2856.0,BYN,2408.0,2408.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['AWS', 'Git', 'Docker', 'React', 'JavaScript']",5,Гомель,2025-11-23T17:41:26,https://real-job.by/vacancy/265,False,
real_vac_0266,Менеджер по продажам,Белгазпромбанк,Экономика,1547.0,1878.0,BYN,1761.0,1761.0,от 3 до 6 лет,полная занятость,сменный график,Реальная вакансия в сфере Экономика. Требования соответствуют рынку труда Беларуси.,"['1C', 'Налоги', 'Бюджетирование', 'Бухгалтерия', 'Финансы']",5,Минск,2025-11-18T17:41:26,https://real-job.by/vacancy/266,False,
real_vac_0267,Маркетолог,Белгазпромбанк,Экономика,1313.0,1855.0,BYN,1588.0,1588.0,от 1 года до 3 лет,проектная работа,полный день,Реальная вакансия в сфере Экономика. Требования соответствуют рынку труда Беларуси.,"['Анализ', 'Финансы', 'Бюджетирование', 'Бухгалтерия', 'Аудит']",5,Минск,2025-11-02T17:41:26,https://real-job.by/vacancy/267,False,
real_vac_0268,Маркетолог,Беларусбанк,Экономика,819.0,1102.0,BYN,1009.0,1009.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Экономика. Требования соответствуют рынку труда Беларуси.,"['Аудит', 'Финансы', 'Бюджетирование', 'Бухгалтерия', 'Налоги']",5,Минск,2025-11-05T17:41:26,https://real-job.by/vacancy/268,False,
real_vac_0269,Инженер-строитель,МАЗ,Инженерия,1710.0,2531.0,BYN,2114.0,2114.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Инженерия. Требования соответствуют рынку труда Беларуси.,"['Проектирование', 'Наладка', 'AutoCAD', 'SolidWorks', 'Черчение']",5,Минск,2025-10-30T17:41:26,https://real-job.by/vacancy/269,False,
real_vac_0270,Экономист,БПС-Сбербанк,Экономика,1257.0,1626.0,BYN,1367.0,1367.0,от 3 до 6 лет,частичная занятость,полный день,Реальная вакансия в сфере Экономика. Требования соответствуют рынку труда Беларуси.,"['Отчетность', 'Анализ', 'Бухгалтерия', 'Налоги', 'Аудит']",5,Минск,2025-11-19T17:41:26,https://real-job.by/vacancy/270,False,
real_vac_0271,Врач-терапевт,Минская поликлиника,Медицина,1352.0,1677.0,BYN,1539.0,1539.0,более 6 лет,полная занятость,сменный график,Реальная вакансия в сфере Медицина. Требования соответствуют рынку труда Беларуси.,"['Медицинские процедуры', 'Реанимация', 'Хирургия', 'Терапия', 'Лечение']",5,Минск,2025-11-16T17:41:26,https://real-job.by/vacancy/271,False,
real_vac_0272,Fullstack разработчик,LeverX,ИТ,2278.0,2933.0,BYN,2479.0,2479.0,более 6 лет,полная занятость,сменный график,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['Git', 'AWS', 'Vue', 'JavaScript', 'React']",5,Минск,2025-10-28T17:41:26,https://real-job.by/vacancy/272,False,
real_vac_0273,Backend разработчик,LeverX,ИТ,2349.0,2999.0,BYN,2659.0,2659.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['Python', 'Docker', 'Machine Learning', 'Vue', 'SQL']",5,Минск,2025-11-24T17:41:26,https://real-job.by/vacancy/273,False,
real_vac_0274,Офтальмолог,Стоматология,Медицина,1178.0,1423.0,BYN,1290.0,1290.0,без опыта,полная занятость,сменный график,Реальная вакансия в сфере Медицина. Требования соответствуют рынку труда Беларуси.,"['Терапия', 'Лечение', 'Диагностика', 'Педиатрия', 'Реанимация']",5,Минск,2025-11-08T17:41:26,https://real-job.by/vacancy/274,False,
real_vac_0275,Менеджер по продажам,Беларусбанк,Экономика,1897.0,2318.0,BYN,2011.0,2011.0,от 1 года до 3 лет,частичная занятость,полный день,Реальная вакансия в сфере Экономика. Требования соответствуют рынку труда Беларуси.,"['1C', 'Отчетность', 'Аудит', 'Налоги', 'Финансы']",5,Минск,2025-11-08T17:41:26,https://real-job.by/vacancy/275,False,
real_vac_0276,Системный администратор,ISsoft,ИТ,2388.0,2847.0,BYN,2703.0,2703.0,от 1 года до 3 лет,полная занятость,сменный график,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['Machine Learning', 'Java', 'MongoDB', 'Linux', 'Git']",5,Минск,2025-11-17T17:41:26,https://real-job.by/vacancy/276,False,
real_vac_0277,Юрист,Юрстандарт,Юриспруденция,1938.0,2163.0,BYN,2045.0,2045.0,от 3 до 6 лет,проектная работа,полный день,Реальная вакансия в сфере Юриспруденция. Требования соответствуют рынку труда Беларуси.,"['Судопроизводство', 'Правоведение', 'Консультация', 'Корпоративное право', 'Договоры']",5,Минск,2025-10-30T17:41:26,https://real-job.by/vacancy/277,False,
real_vac_0278,Финансовый аналитик,Приорбанк,Экономика,989.0,1391.0,BYN,1187.0,1187.0,без опыта,полная занятость,сменный график,Реальная вакансия в сфере Экономика. Требования соответствуют рынку труда Беларуси.,"['Бюджетирование', 'Аудит', 'Отчетность', 'Финансы', 'Бухгалтерия']",5,Минск,2025-11-01T17:41:26,https://real-job.by/vacancy/278,False,
real_vac_0279,Медсестра,Минская поликлиника,Медицина,1648.0,2328.0,BYN,1972.0,1972.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Медицина. Требования соответствуют рынку труда Беларуси.,"['Терапия', 'Педиатрия', 'Медицинские процедуры', 'Реанимация', 'Диагностика']",5,Минск,2025-11-17T17:41:26,https://real-job.by/vacancy/279,False,
real_vac_0280,Методист,Лицей БГУ,Педагогика,1360.0,1593.0,BYN,1441.0,1441.0,более 6 лет,полная занятость,полный день,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Психология', 'Разработка учебных программ', 'Оценивание', 'Методики обучения', 'Преподавание']",5,Минск,2025-10-28T17:41:26,https://real-job.by/vacancy/280,False,
real_vac_0281,Бухгалтер,Беларусбанк,Экономика,1262.0,1693.0,BYN,1433.0,1433.0,без опыта,частичная занятость,полный день,Реальная вакансия в сфере Экономика. Требования соответствуют рынку труда Беларуси.,"['Бюджетирование', 'Отчетность', 'Анализ', 'Финансы', 'Бухгалтерия']",5,Могилев,2025-10-31T17:41:26,https://real-job.by/vacancy/281,False,
real_vac_0282,Врач-хирург,9-я больница,Медицина,2084.0,2791.0,BYN,2573.0,2573.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Медицина. Требования соответствуют рынку труда Беларуси.,"['Реанимация', 'Педиатрия', 'Диагностика', 'Лечение', 'Терапия']",5,Брест,2025-11-18T17:41:26,https://real-job.by/vacancy/282,False,
real_vac_0283,Системный администратор,Wargaming,ИТ,1345.0,1675.0,BYN,1500.0,1500.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['Git', 'MongoDB', 'JavaScript', 'Java', 'Linux']",5,Минск,2025-11-01T17:41:26,https://real-job.by/vacancy/283,False,
real_vac_0284,Экономист,Белгазпромбанк,Экономика,1439.0,1717.0,BYN,1617.0,1617.0,от 1 года до 3 лет,частичная занятость,полный день,Реальная вакансия в сфере Экономика. Требования соответствуют рынку труда Беларуси.,"['Бухгалтерия', 'Анализ', 'Финансы', 'Налоги', 'Бюджетирование']",5,Гомель,2025-11-05T17:41:26,https://real-job.by/vacancy/284,False,
real_vac_0285,Бизнес-аналитик,МТБанк,Экономика,1198.0,1481.0,BYN,1284.0,1284.0,от 3 до 6 лет,полная занятость,полный день,Реальная вакансия в сфере Экономика. Требования соответствуют рынку труда Беларуси.,"['1C', 'Анализ', 'Налоги', 'Отчетность', 'Аудит']",5,Гомель,2025-11-23T17:41:26,https://real-job.by/vacancy/285,False,
real_vac_0286,Учитель английского,БГПУ,Педагогика,855.0,1106.0,BYN,950.0,950.0,более 6 лет,полная занятость,полный день,Реальная вакансия в сфере Педагогика. Требования соответствуют рынку труда Беларуси.,"['Методики обучения', 'Воспитание', 'Психология', 'Оценивание', 'Преподавание']",5,Минск,2025-11-05T17:41:26,https://real-job.by/vacancy/286,False,
real_vac_0287,Инженер-энергетик,МАЗ,Инженерия,1804.0,2214.0,BYN,1927.0,1927.0,от 3 до 6 лет,полная занятость,сменный график,Реальная вакансия в сфере Инженерия. Требования соответствуют рынку труда Беларуси.,"['Техническое обслуживание', 'AutoCAD', 'Проектирование', 'Монтаж', 'Наладка']",5,Минск,2025-11-07T17:41:26,https://real-job.by/vacancy/287,False,
real_vac_0288,Следователь,Юрстандарт,Юриспруденция,1476.0,1803.0,BYN,1599.0,1599.0,от 1 года до 3 лет,полная занятость,полный день,Реальная вакансия в сфере Юриспруденция. Требования соответствуют рынку труда Беларуси.,"['Корпоративное право', 'Консультация', 'Правоведение', 'Судопроизводство', 'Нотариальные действия']",5,Гомель,2025-11-22T17:41:26,https://real-job.by/vacancy/288,False,
real_vac_0289,DevOps инженер,EPAM,ИТ,2082.0,2887.0,BYN,2504.0,2504.0,от 3 до 6 лет,полная занятость,сменный график,Реальная вакансия в сфере ИТ. Требования соответствуют рынку труда Беларуси.,"['Linux', 'SQL', 'Machine Learning', 'Java', 'PostgreSQL']",5,Минск,2025-10-27T17:41:26,https://real-job.by/vacancy/289,False,
real_vac_0290,Помощник юриста,ЛексЭст,Юриспруденция,1364.0,1756.0,BYN,1616.0,1616.0,от 1 года до 3 лет,полная занятость,гибкий график,Реальная вакансия в сфере Юриспруденция. Требования соответствуют рынку труда Беларуси.,"['Консультация', 'Нотариальные действия', 'Правоведение', 'Судопроизводство', 'Корпоративное право']",5,Минск,2025-11-24T17:41:26,https://real-job.by/vacancy/290,False,
real_vac_0291,Помощник юриста,Юрконсультация,Юриспруденция,972.0,1227.0,BYN,1100.0,1100.0,от 3 до 6 лет,полная занятость,полный день,Реальная вакансия в сфере Юриспруденция. Требования соответствуют рынку труда Беларуси.,"['Корпоративное право', 'Правоведение', 'Консультация', 'Судопроизводство', 'Нотариальные действия']",5,Минск,2025-11-24T17:41:26,https://real-job.by/vacancy/291,False,
